frame,timestamp,landmark_0_x,landmark_0_y,landmark_0_z,landmark_0_valid,landmark_1_x,landmark_1_y,landmark_1_z,landmark_1_valid,landmark_2_x,landmark_2_y,landmark_2_z,landmark_2_valid,landmark_3_x,landmark_3_y,landmark_3_z,landmark_3_valid,landmark_4_x,landmark_4_y,landmark_4_z,landmark_4_valid,landmark_5_x,landmark_5_y,landmark_5_z,landmark_5_valid,landmark_6_x,landmark_6_y,landmark_6_z,landmark_6_valid,landmark_7_x,landmark_7_y,landmark_7_z,landmark_7_valid,landmark_8_x,landmark_8_y,landmark_8_z,landmark_8_valid,landmark_9_x,landmark_9_y,landmark_9_z,landmark_9_valid,landmark_10_x,landmark_10_y,landmark_10_z,landmark_10_valid,landmark_11_x,landmark_11_y,landmark_11_z,landmark_11_valid,landmark_12_x,landmark_12_y,landmark_12_z,landmark_12_valid,landmark_13_x,landmark_13_y,landmark_13_z,landmark_13_valid,landmark_14_x,landmark_14_y,landmark_14_z,landmark_14_valid,landmark_15_x,landmark_15_y,landmark_15_z,landmark_15_valid,landmark_16_x,landmark_16_y,landmark_16_z,landmark_16_valid,landmark_17_x,landmark_17_y,landmark_17_z,landmark_17_valid,landmark_18_x,landmark_18_y,landmark_18_z,landmark_18_valid,landmark_19_x,landmark_19_y,landmark_19_z,landmark_19_valid,landmark_20_x,landmark_20_y,landmark_20_z,landmark_20_valid,landmark_21_x,landmark_21_y,landmark_21_z,landmark_21_valid,landmark_22_x,landmark_22_y,landmark_22_z,landmark_22_valid,landmark_23_x,landmark_23_y,landmark_23_z,landmark_23_valid,landmark_24_x,landmark_24_y,landmark_24_z,landmark_24_valid,landmark_25_x,landmark_25_y,landmark_25_z,landmark_25_valid,landmark_26_x,landmark_26_y,landmark_26_z,landmark_26_valid,landmark_27_x,landmark_27_y,landmark_27_z,landmark_27_valid,landmark_28_x,landmark_28_y,landmark_28_z,landmark_28_valid,landmark_29_x,landmark_29_y,landmark_29_z,landmark_29_valid,landmark_30_x,landmark_30_y,landmark_30_z,landmark_30_valid,landmark_31_x,landmark_31_y,landmark_31_z,landmark_31_valid,landmark_32_x,landmark_32_y,landmark_32_z,landmark_32_valid
131,1767311169.2221396,-45.493841020684094,-511.2451901026436,1766.1704815412008,1,-19.19079548641176,-552.376441242242,1795.775414875339,1,-4.274017691661784,-549.377928081858,1781.9168741784483,1,13.622134642201932,-544.8106170434081,1762.5672508027792,1,-54.10259426954485,-540.2147484558218,1796.6346556694998,1,-64.60794106104855,-536.5121265933058,1792.114105575908,1,-74.86363581167087,-537.8676640466617,1783.5547109161917,1,65.80443634896497,-540.6731788920602,1832.7107402212882,1,-72.71639930339032,-530.0021585456707,1831.4564999032045,1,-18.67724580309635,-473.8460217016718,1767.1328331386626,1,-57.11902768633734,-477.4405797217661,1784.213217995075,1,187.54504409397154,-334.0503596574654,1782.0850626175356,1,-175.30440447174007,-329.4425954262639,1815.1232653104398,1,414.22727496680386,-305.73588172172003,1750.6128894307276,1,-406.4225536359438,-270.223633587318,1921.0376525892311,1,456.69740254101305,-528.9694404520586,1852.8370674112466,1,-487.3067204812482,-479.84432394947993,1995.0934478421846,1,500.7598930181362,-607.6061691767306,1931.634117237597,1,-522.9847921976673,-556.8439877929166,2055.411481364492,1,489.716806451598,-624.9966566739168,1960.540899625263,1,-513.8071567757024,-590.3256286105109,2116.15366060692,1,471.55620091197363,-594.7508958203651,1944.3106803309995,1,-499.1241651951871,-570.9454311433885,2120.2841212872454,1,122.72636130002606,212.9144270610862,1777.8727080405731,1,-109.85210844971199,203.66567246556997,1751.5867170729928,1,129.28674746386926,545.6210692551073,1656.6940701656847,1,-131.45420692809415,588.4696619231935,1804.719803107711,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
132,1767311169.3449464,-44.968779331281986,-508.6469621247211,1726.5917382681484,1,-17.231656233714425,-549.2203349618801,1764.6274732825125,1,-1.0063515071209872,-547.8868518071131,1762.356590276645,1,16.424504843230977,-546.9406669145178,1762.1571198156598,1,-51.070218052260046,-550.1265482137278,1791.7086853046121,1,-61.009858361031604,-551.529425554008,1798.9395913657304,1,-70.6564554100427,-551.4659541612045,1798.319214093461,1,60.416860813610086,-542.1535621865671,1825.0211219182013,1,-69.5336292714878,-551.4345080792926,1893.6338783859733,1,-20.25740880545721,-471.2326889374935,1701.1347359243107,1,-59.499923786070475,-474.98582885033034,1752.2113852288003,1,189.4739182980901,-340.7487689453832,1798.7125528912284,1,-182.78323906259246,-331.3773114732198,1843.515928765824,1,407.3025634053648,-264.2152144731211,1782.6983396872363,1,-415.09124074200645,-255.59063951891036,1931.181328874223,1,487.0834809845974,-482.11961432056603,1890.6563198863548,1,-480.40184779764667,-445.813560245262,1949.6475114631626,1,536.6406515941047,-535.4818527285033,1942.1493617914364,1,-515.413205239168,-497.90190387689586,1971.704079026557,1,540.6125457981689,-569.5426976025827,2034.2975249550134,1,-502.68680427428507,-522.766883990615,2017.8302964935476,1,514.6428974049707,-546.0172335064185,2007.6117392874787,1,-482.3774697982396,-504.0875287850868,2008.1183344334154,1,122.86861829680362,212.31405905580937,1773.632062943124,1,-113.16449105179927,205.9407106423824,1772.8663851968804,1,127.18817173487234,547.3794558785022,1661.4448493942932,1,-137.04253627999802,578.3100154501309,1764.5141556189037,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
133,1767311169.398142,-46.596186846671,-532.888397446063,1810.7438693433833,1,-17.777519689135893,-567.4693689051838,1817.4412601138727,1,-1.200034764882385,-566.1801238392374,1813.5895019369968,1,15.829371548091173,-566.8078119757113,1816.7862917204573,1,-55.43311073977786,-567.8078840482211,1824.8537113268442,1,-65.20528675914,-566.1091672131168,1824.5158461882945,1,-74.47508917009124,-566.179813163694,1831.5406470360792,1,53.50057773724629,-543.9798309305528,1830.189273931093,1,-77.12824584695521,-549.8377747134223,1861.6082265919913,1,-16.45623965076389,-490.7206290255917,1804.5583931991148,1,-63.63026430495688,-492.47399456398256,1817.4431808893116,1,189.057581569925,-343.15670907693783,1807.0656896652913,1,-186.33809782060513,-335.7919857995944,1854.7334918525694,1,406.94899885745724,-255.15343974359376,1791.047410862685,1,-417.2020431516602,-249.58417305833143,1933.3123757617589,1,513.6275601077115,-465.8560504334947,1904.7220002055387,1,-492.030769162592,-431.80112851483284,1971.3862526929722,1,562.6267195785407,-514.0692620627719,1942.1319317444031,1,-527.9676859944693,-481.95345842351605,1984.9501961604385,1,566.992233751523,-557.2200388732381,2035.3745439852205,1,-519.0498670866831,-518.8061216584903,2063.148171186815,1,539.28846099488,-536.0099789128018,2015.5154818212034,1,-499.75664939079354,-500.1708557141406,2055.3098755031383,1,120.01013529045913,211.76349486988013,1765.419083469491,1,-116.6684483441377,206.1375630621517,1766.1473495681025,1,126.24934003937756,549.2213732583889,1663.1399559255267,1,-143.2321661670656,580.0233777340233,1765.242514323053,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
134,1767311169.5006602,-50.21655908999548,-536.0243665753362,1816.4146885222892,1,-21.513560608202223,-574.323388775163,1832.9077784931992,1,-4.894055841302356,-574.70097779677,1834.029510637837,1,12.014830819078238,-575.5504696477769,1837.8241240154052,1,-60.59625522398716,-575.3858205783255,1844.9618086126568,1,-71.24669471556095,-574.1473795198282,1846.8999348881598,1,-80.48998241820155,-573.3710392239919,1851.526220049835,1,49.52639557857582,-555.4112924246009,1860.2930625641873,1,-80.43475308643657,-554.3585108552569,1881.810633605582,1,-17.596660185149,-494.7976738557405,1813.1432594145263,1,-67.54335400983533,-499.0305477116685,1837.2968431836375,1,191.40575692275152,-346.2347239289681,1823.5642286123598,1,-188.72610389986244,-342.00890026866443,1884.0113491995273,1,406.5106858541718,-249.66763784031065,1779.280590735181,1,-426.6693631288417,-251.99341116165573,1966.1328692157024,1,513.1657533232226,-451.61798686931934,1873.5385256656286,1,-502.1328870475444,-432.7389843656566,1986.7603785534534,1,563.2832380878039,-501.3925053192081,1914.9384413187158,1,-542.5367944777671,-482.502181814383,1997.9647492023519,1,562.8250606592006,-544.8191736029978,1985.640704239364,1,-540.7412627581315,-525.94988321871,2093.008239861409,1,538.7119407020751,-526.8553624817455,1976.2343011571616,1,-519.1205200515942,-507.1729630811304,2087.3152099299173,1,118.67124177017773,212.54688671347455,1779.8109553520349,1,-119.6646944343333,209.34392671607463,1783.7217982524646,1,128.01506702134049,558.2075527043643,1678.3938845051066,1,-148.5025211613255,588.9291403091364,1784.7132079522069,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
135,1767311169.589449,-66.98368219153265,-520.0923485743987,1751.2885804964594,1,-37.73182591650737,-559.5613474995756,1797.6481040809772,1,-24.713621023119234,-558.2553004818043,1766.7464123627187,1,-10.933945848359135,-557.411269094987,1782.9145471198497,1,-78.98430629211131,-558.2339093646808,1766.6734516910183,1,-92.81359303586612,-557.8558948548782,1771.4082297770228,1,-105.52403590861603,-558.7577639412873,1788.18324399687,1,23.879008611581238,-538.6256645102133,1779.2870843890998,1,-107.55358395495962,-552.7106710942595,1869.5778132523665,1,-33.299461174459594,-482.2018928179658,1745.7284935013854,1,-85.40722757659611,-494.62970133067137,1745.4502190607943,1,184.1205909669058,-347.2858495596304,1839.467586369714,1,-221.42070233924167,-342.5439373902127,1876.6130665698108,1,391.0562904042538,-262.1411178149913,1753.328892112421,1,-456.71344956930886,-256.75038740936776,1848.3059545587341,1,504.7655540589707,-439.5554087712675,1668.3453137458014,1,-545.8792307561764,-461.41068714662566,1907.9606486591158,1,533.8460350131994,-478.49859808428096,1643.9359835989742,1,-585.5279857725429,-526.8868172192791,1916.771150976213,1,527.8483736088806,-520.4205429515632,1710.7807743596393,1,-578.2625729560485,-564.840799246723,1959.7862635172057,1,505.045057293883,-507.63743491321975,1718.1502437309873,1,-559.0140373773029,-544.8524489127248,1956.9672387340147,1,83.20388481545777,211.78800109389903,1722.013454288573,1,-142.51290272471425,210.87269548333694,1779.3957171059992,1,103.12208895410394,545.0145490389554,1626.1427167912384,1,-168.42627702108817,576.168712753622,1717.1487949723517,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
136,1767311169.6511989,-71.5492465778654,-494.6672128723417,1657.4193805150264,1,-43.297606103851734,-540.2449644036273,1708.6239669734207,1,-29.897682972928827,-539.3899490815777,1705.88818645445,1,-15.592683730623635,-538.2076344482383,1702.228111158565,1,-80.85722816757234,-537.6416401632961,1711.974288559999,1,-92.70150083202495,-539.4207985487365,1724.6895333219418,1,-103.80225254366646,-542.6863405045251,1744.207067425331,1,26.026116255015676,-522.5628889854842,1735.6545159020025,1,-99.42405700895299,-552.5591679799369,1873.744523376535,1,-36.85374419799883,-463.5999806488762,1677.8241084677525,1,-82.96460732319906,-461.51097283035193,1678.630268784684,1,189.27209140730687,-343.46013949664194,1811.2960107656027,1,-213.69138725321747,-342.234348527251,1869.79131858728,1,411.7177130578796,-291.8739666931021,1736.6419127247202,1,-447.5744506633348,-262.62657925047654,1772.659207508226,1,491.80586297469154,-469.831139438788,1649.644666297233,1,-540.2701691424082,-468.036922413114,1752.5877128432976,1,516.5466654157583,-514.6419993346244,1610.5102963676131,1,-578.2075425571677,-534.3133125998387,1772.0352820911762,1,512.0173958663846,-542.8671653788821,1638.778639385481,1,-564.2777421165185,-562.3096425996581,1788.603804389164,1,501.39278246037804,-528.5363345795249,1659.4349774074524,1,-544.7784035904681,-537.9959726634319,1771.7773333650052,1,80.60192885791442,211.65299468787185,1693.5909086039171,1,-137.01253623416738,209.61540635140784,1726.4866574867551,1,103.03723085800694,532.7075828364458,1594.6272875383806,1,-165.15662136315296,571.1097006687639,1702.1256689041759,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
137,1767311169.733877,-59.42046368952727,-506.5330807896123,1718.8454974131284,1,-32.14530987223401,-547.245571910444,1753.787023151177,1,-18.17533993230216,-547.100334432816,1750.1107538262197,1,-3.5846447355213025,-545.8225873487168,1753.0395541381993,1,-69.40080168814264,-545.7585741385351,1767.8586197612576,1,-81.45178700900505,-544.3115612164129,1741.5307146514167,1,-92.5807533966688,-545.7467733374111,1798.534881352108,1,40.22424319379676,-530.3566852989421,1802.1710382792153,1,-90.99796155746833,-563.8892648054019,1927.0268126105202,1,-27.104691310493955,-469.7555580172058,1714.4258339759324,1,-74.28278807912243,-477.93140864782123,1742.4022874383586,1,197.93569029441613,-344.5421021342472,1825.706097961408,1,-206.69099095445014,-350.3547369567058,1917.8526569149692,1,408.55388328388244,-324.0542147318945,1702.7416269688088,1,-443.40235417048336,-297.72080623524243,1832.719251600223,1,475.86753800593834,-492.47285946546623,1576.8748133611698,1,-539.8534288323689,-488.9131155421253,1740.476286427398,1,502.9823998478332,-540.2473311435672,1550.35478440638,1,-574.9449876981606,-550.375323518285,1736.6939938678372,1,499.49185941425094,-563.5104967421107,1574.1380756247881,1,-559.1774220154049,-567.6975192272423,1718.5562511456205,1,488.9389594722966,-549.3510129440273,1591.1864900531784,1,-541.2924511499539,-546.8720890363232,1713.3962089699194,1,91.49587031820087,217.33258889044285,1734.4252626911234,1,-128.98029136037232,218.85469819972508,1822.413381117627,1,107.79446241801969,537.5608098918724,1620.2636344311295,1,-154.92440487175588,605.3792879614359,1818.125768931836,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
138,1767311169.7971978,-51.37570637107926,-532.254814500423,1810.5634362732103,1,-24.51518147464192,-569.1554533355203,1830.2410700421572,1,-10.037836715624168,-570.0691213608848,1834.2334586593759,1,6.3895444610691134,-571.2145955594266,1837.6383390879307,1,-63.11969747024796,-567.1861488409467,1838.7942047590122,1,-74.62273578554293,-567.0418724207266,1846.4732130027462,1,-85.28529534120473,-567.5251066325046,1857.9897558023254,1,59.88616365889632,-569.1396562495382,1919.8798173576165,1,-82.45610665859255,-563.9510504943216,1924.9041953199385,1,-15.852878123696474,-494.41452674212996,1814.388668740723,1,-64.17158146934369,-491.0101082188222,1815.2886241853394,1,207.78713828457694,-351.54692226997736,1876.5667670734574,1,-203.67531965346882,-353.99016541592187,1934.1189734759091,1,406.78768844954516,-336.929741009816,1704.7089758120057,1,-439.110750203752,-311.5831846251169,1857.3693611072927,1,466.17343406383475,-488.633015938373,1531.1105232984576,1,-537.2464544443832,-483.01922675795424,1726.3091987675393,1,484.569359846951,-528.0488438635948,1485.2484075409773,1,-573.789146649606,-550.522396313442,1732.6465530265427,1,474.10022264509865,-554.1393010492327,1490.9197841267187,1,-549.9602195298664,-563.7504680301962,1708.9524667686435,1,466.9387015967335,-537.9939855657715,1512.2176717147163,1,-531.6172489651533,-540.650231701484,1698.5224051663545,1,94.81990262159032,223.94797839006696,1769.6668505160555,1,-123.01740169393784,223.8112280693003,1836.3383693882677,1,138.28869049664158,566.5351319550473,1705.50810117529,1,-149.67634356859935,613.4515780943261,1823.1777921015175,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
139,1767311169.8929424,-47.470684617993655,-532.4553092213807,1805.1595734402931,1,-20.4080691518158,-569.0909686406624,1825.8533578635117,1,-4.855676927902424,-571.9620641926115,1835.6890092900542,1,9.975584662391194,-569.7048879425876,1828.4618417860863,1,-59.60655421307566,-566.9597155530482,1831.6017557267899,1,-70.73242097591974,-567.892381353003,1842.9693693769714,1,-80.81784774769875,-569.7337137265275,1858.7692286544182,1,57.69800095401514,-558.7058090553131,1878.2593917418558,1,-80.24404195404787,-561.4282476410939,1913.8192809822222,1,-12.533418748067275,-492.3276460172509,1800.685819691912,1,-62.51586760048883,-492.2248151633846,1805.5974549753228,1,200.29148919071713,-345.9099854512083,1833.6828593552013,1,-196.40754230075953,-346.7764434447637,1896.6443308921068,1,390.11361705904454,-327.7128579982654,1651.7001695814934,1,-421.4445767755308,-303.51746633850314,1818.0406848736268,1,452.3838887956116,-476.7363410709297,1484.8905719724496,1,-533.6653506882644,-471.0107343859706,1687.9989152538844,1,463.37562816125404,-502.30826413599715,1410.1930426955112,1,-566.7661773661081,-534.4418527364446,1666.6202331397064,1,453.0307795973413,-517.578148627362,1420.6291980734989,1,-542.9388874975472,-538.7947846978884,1647.0854574780685,1,445.00629814908365,-508.45356785128985,1442.7978593821201,1,-525.7404152701436,-517.2302422278336,1645.7576822641454,1,101.56453198781853,227.84385129618553,1785.9743778311336,1,-123.32904345941223,224.72200765165294,1831.4618449326194,1,132.12195662070314,561.597700372852,1675.6531652551446,1,-149.99932353440136,608.258327207663,1800.729412486837,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
140,1767311169.9839058,-47.06184504691099,-525.3190996799293,1783.2810183467434,1,-19.45417158710693,-563.5301900940478,1810.7810523721312,1,-4.845209669460689,-564.2629538725676,1810.4735194990085,1,11.11706806895338,-565.875086700448,1820.2110812658264,1,-59.61940144361745,-561.5779856576098,1816.5006419516649,1,-71.08537100779577,-561.0429005315656,1821.1111996705818,1,-81.11906910792112,-560.1935211552943,1826.220673534484,1,57.54010022351872,-553.9883297240865,1867.6226455179606,1,-79.80691676228282,-554.0098636312941,1888.3627264811316,1,-11.860670673445675,-487.2909397161787,1785.7601289532947,1,-62.16630727525537,-490.0821488069398,1794.3250470308506,1,185.76829515553493,-332.0186209127327,1760.7482294562599,1,-188.10674739477153,-332.8783217716202,1820.1385418898915,1,338.36726172190663,-307.52626117290674,1545.0977076586835,1,-387.05928310852823,-293.4772231154504,1715.4886685959368,1,396.42313537391357,-396.5770664534686,1388.6143193220787,1,-505.4092355689315,-358.5645194550086,1541.7159887123403,1,419.33774713627963,-435.3882558369263,1330.4749058777288,1,-535.7366265002065,-389.1124912972218,1486.4180149523643,1,398.0976454178974,-440.93528685744167,1315.4622704947512,1,-517.2658628082661,-399.2177346102561,1454.8768088628917,1,379.08074783058714,-421.6622611183669,1320.0673472865249,1,-505.6321115681266,-392.95061566842656,1482.8237238644372,1,100.9227678033009,224.3153575715375,1758.1438344524038,1,-124.23425207547791,221.55262509776267,1782.6625589447417,1,123.53739317438759,550.6400001932068,1640.4482882366206,1,-149.67361749500867,601.7041356840057,1782.9643119590355,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
141,1767311170.0347047,-47.65529110347969,-512.6259613561629,1740.0831551464917,1,-19.633735553033496,-553.6389261586546,1775.5878057142468,1,-5.183089812962481,-555.1471641601005,1782.4623327517181,1,10.959602551295646,-564.0062269279368,1806.5682821055052,1,-58.37839747022485,-556.1900363671613,1795.2395646294988,1,-69.75762994775917,-557.9866278088446,1801.796575062919,1,-79.55881788143918,-554.5685347062172,1805.8132176756046,1,60.25036274708333,-554.6825862902825,1873.7031061623793,1,-78.28173088492545,-548.3952462410689,1875.3947437317456,1,-13.793233737939076,-476.80152792102393,1747.6883815310455,1,-62.455645654602804,-480.2571625844622,1762.6265240338794,1,174.76039022336394,-320.4718544772535,1719.8089516798773,1,-186.29074108023528,-321.21307164027166,1785.444534150923,1,315.11592783507336,-274.997184643455,1496.1324167785622,1,-385.5696825949286,-255.23321433743425,1718.2603703328837,1,363.44321653062997,-321.358654620537,1329.372567421557,1,-496.44789587384145,-303.24348128246305,1515.4877284464092,1,392.0856850720332,-344.31736967196923,1280.4227485260635,1,-523.5104096710052,-312.5292054420174,1433.7979244890919,1,359.8055354535362,-347.64006828469195,1244.4509191508141,1,-507.2156357890463,-324.7676156240032,1404.3648841935353,1,340.76408933091346,-336.6038064832421,1248.8231776615517,1,-497.0652315710756,-323.2083018316379,1441.3291206850033,1,100.77132247535266,222.7552936121688,1727.437357806787,1,-123.29816841455309,220.58542203207247,1767.2676000199563,1,120.99316246542989,541.0896809839841,1598.6431939084625,1,-148.79781523913528,598.4545161326178,1765.2329575515964,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
142,1767311170.1392205,-47.92709317683983,-504.3426745346934,1718.6984887228496,1,-19.814825764446255,-546.2840651035115,1758.9292317968125,1,-5.523497526990364,-547.7149012928523,1764.797814865449,1,10.303530316300971,-554.9000409856071,1784.842308954532,1,-57.734765998039954,-548.7279385325537,1775.2043269204335,1,-69.30275903633866,-549.0885253807385,1794.271136977012,1,-79.22904236060374,-546.1750509765375,1780.9465225004415,1,60.791368249938785,-553.3048829338461,1875.9009075579897,1,-77.33588007102553,-544.0518933631224,1862.958999441657,1,-15.053212718869062,-469.0773835774154,1725.563928016406,1,-63.10730039302713,-473.5265158575029,1741.3677601045067,1,176.27734628458035,-320.6237546374619,1731.202214283987,1,-184.78703226366792,-323.2247065919744,1814.9681079674124,1,354.8882552008712,-273.90193698305154,1598.0684230672687,1,-387.14065630897755,-253.29132515743797,1757.1873597664016,1,348.82285128390413,-247.53913882791804,1316.0160770571624,1,-503.2717167083287,-253.0087193832581,1568.4965608928635,1,386.9734405619289,-262.966445290555,1293.3908050491298,1,-523.7477230131364,-238.9162370729985,1439.6300012387053,1,359.38487448957517,-267.22371438507366,1262.3055348726161,1,-502.8061970984278,-241.98204285572453,1390.0207670064492,1,338.078876372413,-257.5311495775199,1259.520716732089,1,-493.4874759709606,-244.8724579954308,1435.5536684383328,1,103.84644609470232,221.340245411007,1742.1938319557844,1,-120.37565128801627,220.31246184721977,1780.4239718577467,1,120.20664330123037,535.9257889531544,1603.5691484377317,1,-148.62554787341054,587.306630308593,1751.904398725927,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
143,1767311170.2107172,-43.33880650344921,-510.31771268090233,1731.7430577660994,1,-16.694940194405966,-549.6822071062265,1777.7308753926536,1,-2.1047823471861062,-551.0064575445364,1769.9039252620414,1,12.53869880307396,-555.5382535712167,1790.6932268609155,1,-54.76860437043356,-551.2252262733559,1785.3766902214115,1,-65.74560268474904,-551.5590541553029,1805.503720932949,1,-75.61559677956689,-549.4083806189303,1791.7567659287113,1,58.990187622442846,-550.3092939236199,1866.7450319430268,1,-74.87305763109754,-547.1474503188447,1876.905857343213,1,-10.1462717985783,-472.9090076086991,1762.4366607177637,1,-59.00888560602864,-478.79821281974057,1764.0600416461234,1,180.2457367823323,-324.83295424942077,1753.4541940318375,1,-180.40560374129484,-329.1995086332337,1843.3817856863852,1,351.9208653220386,-248.24975936230493,1727.9324943099948,1,-369.89916681864116,-223.79447347162608,1813.773205057623,1,358.28981016485403,-204.52543074351834,1338.3927604265698,1,-503.4546553461668,-200.87061434587352,1582.0633781119352,1,396.8419391523994,-209.10974002255617,1316.585942156971,1,-525.7908267503568,-181.29812784931306,1453.1300901301213,1,376.7214673804856,-214.19242054700933,1302.7947590931424,1,-504.6763370865917,-183.00059740201067,1411.879437863581,1,357.2147048727323,-209.24055882796478,1303.7198842661883,1,-494.3302024380427,-186.99666818323752,1462.27776891783,1,110.05138733847392,217.38680154128315,1754.0866979471418,1,-117.51021617019575,220.28049822711654,1796.4351197703154,1,122.89933696329608,532.5913059535367,1620.9418603256906,1,-143.1479109969204,590.2638428744067,1810.0325742442217,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
144,1767311170.3118331,-41.87193246369355,-511.81285275449363,1759.5945728074591,1,-14.853623967894201,-551.6459939599611,1781.7628442624118,1,0.34320836318667347,-552.9221945421407,1793.1781811117266,1,14.614542404454108,-556.8351379036997,1804.523334848615,1,-53.58668646931172,-552.2108918071589,1800.2016701940092,1,-64.29177593171808,-552.9472730299487,1811.6815876234916,1,-74.22154872785836,-550.5555478335909,1809.6937632214806,1,58.82369470501405,-549.6740008178045,1868.1748679243926,1,-74.74392816980347,-547.5586229601524,1878.865591300821,1,-8.25822284500319,-477.27847127182736,1772.2512283664357,1,-58.36101225624238,-480.3277111480793,1774.6183048112848,1,179.17528389629845,-325.3131788093733,1751.6236762766816,1,-179.10315129759886,-330.3433883310506,1847.8161387536306,1,327.54957004270176,-233.90427822543182,1683.834927164248,1,-352.827485627449,-217.3985921463652,1795.8789019969659,1,362.59983242566324,-189.54905456624323,1354.527537213857,1,-492.37931173738923,-185.4835757899077,1567.3845061548595,1,399.7386877215785,-188.09174469591102,1326.3716205267058,1,-522.1490936259626,-168.1678189324574,1446.0511889023112,1,384.95197810480096,-191.98516965497384,1322.0770338307943,1,-502.2247910565038,-169.03506603757444,1417.900274422615,1,365.0964677049003,-188.81573616799122,1321.647649406223,1,-489.2605591632271,-172.50094752846263,1468.6905888578988,1,113.0560047590225,213.41170995686775,1774.057610195748,1,-116.85504987248328,219.41643816055048,1806.859100659949,1,126.9672824744523,533.1011187181474,1637.905809790365,1,-142.10165746527792,590.8306513477934,1809.5208578166548,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
145,1767311170.3564284,-38.72045318789183,-508.9846070862601,1737.4906227186875,1,-11.370206001136212,-545.253871122909,1760.1541956776146,1,3.8033285957331535,-546.0194101918329,1764.5790072697275,1,17.61650952581875,-547.3094245182997,1769.9112854908321,1,-49.92620098031155,-545.5264018220993,1769.3383462613642,1,-60.430313991426715,-546.4568508224829,1776.8765169614016,1,-70.34720927631004,-545.5299321649431,1780.4847877252575,1,59.78214016478693,-539.1253956788167,1828.5729306041621,1,-70.56964539370172,-537.6885264056996,1838.505203047502,1,-5.386582836741313,-474.1921272803405,1742.4411403738272,1,-55.41731812856413,-477.54130350154696,1757.0137709015837,1,177.5033958085473,-322.19127761370925,1723.5854142609344,1,-173.06861513316608,-327.5064339576733,1821.6057348581749,1,309.8641003968921,-224.72392974664982,1642.1277261974906,1,-342.16230203512833,-208.04462558199364,1747.7161718832015,1,363.8207482828366,-200.1737016573242,1353.9252179612988,1,-478.33577599314845,-185.73322990642797,1528.3975225542051,1,394.13964021053505,-199.3946687292739,1304.6844819139694,1,-512.0336706085031,-174.01103847793942,1427.3254097846354,1,374.7404779061312,-203.21786397372244,1282.5651067744598,1,-491.50874481588164,-177.24496427715204,1391.61710459503,1,356.7170473747219,-199.76268036625194,1286.6503401641519,1,-476.2204886829647,-178.4523488165716,1430.5698477125163,1,112.36678183155638,204.46988298412944,1729.4906681697023,1,-111.93139653661403,214.20421739568886,1783.8072454434978,1,129.09025530027623,521.406990638723,1628.8918939548569,1,-136.96905923865785,575.022969370339,1765.7537566248166,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
